Disease (MeSH Tree),Disease (MeSH Tree).1,Relationship
MeSH_Tree_Disease:C20.543.480.904.066,MeSH_Tree_Disease:C20.543.480.904,-subclass_of->
MeSH_Tree_Disease:C20.543.480.904.066.500,MeSH_Tree_Disease:C20.543.480.904.066,-subclass_of->
MeSH_Tree_Disease:C20.543.480.904.066.500.500,MeSH_Tree_Disease:C20.543.480.904.066.500,-subclass_of->
MeSH_Tree_Disease:C20.543.480.904.066.500.750,MeSH_Tree_Disease:C20.543.480.904.066.500,-subclass_of->
MeSH_Tree_Disease:C20.543.480.904.533,MeSH_Tree_Disease:C20.543.480.904,-subclass_of->
MeSH_Tree_Disease:C20.543.480.904.533.500,MeSH_Tree_Disease:C20.543.480.904.533,-subclass_of->
MeSH_Tree_Disease:C20.543.480.904.533.500.500,MeSH_Tree_Disease:C20.543.480.904.533.500,-subclass_of->
MeSH_Tree_Disease:C20.543.480.904.533.500.750,MeSH_Tree_Disease:C20.543.480.904.533.500,-subclass_of->
MeSH_Tree_Disease:C20.543.480.952,MeSH_Tree_Disease:C20.543.480,-subclass_of->
MeSH_Tree_Disease:C20.543.520,MeSH_Tree_Disease:C20.543,-subclass_of->
MeSH_Tree_Disease:C20.543.520.175,MeSH_Tree_Disease:C20.543.520,-subclass_of->
MeSH_Tree_Disease:C20.543.520.600,MeSH_Tree_Disease:C20.543.520,-subclass_of->
MeSH_Tree_Disease:C20.543.520.910,MeSH_Tree_Disease:C20.543.520,-subclass_of->
MeSH_Tree_Disease:C20.543.560,MeSH_Tree_Disease:C20.543,-subclass_of->
MeSH_Tree_Disease:C20.543.764,MeSH_Tree_Disease:C20.543,-subclass_of->
MeSH_Tree_Disease:C20.543.928,MeSH_Tree_Disease:C20.543,-subclass_of->
MeSH_Tree_Disease:C20.608,MeSH_Tree_Disease:C20,-subclass_of->
MeSH_Tree_Disease:C20.673,MeSH_Tree_Disease:C20,-subclass_of->
MeSH_Tree_Disease:C20.673.088,MeSH_Tree_Disease:C20.673,-subclass_of->
MeSH_Tree_Disease:C20.673.330,MeSH_Tree_Disease:C20.673,-subclass_of->
MeSH_Tree_Disease:C20.673.430,MeSH_Tree_Disease:C20.673,-subclass_of->
MeSH_Tree_Disease:C20.673.430.250,MeSH_Tree_Disease:C20.673.430,-subclass_of->
MeSH_Tree_Disease:C20.673.430.250.500,MeSH_Tree_Disease:C20.673.430.250,-subclass_of->
MeSH_Tree_Disease:C20.673.430.500,MeSH_Tree_Disease:C20.673.430,-subclass_of->
MeSH_Tree_Disease:C20.673.430.750,MeSH_Tree_Disease:C20.673.430,-subclass_of->
MeSH_Tree_Disease:C20.673.480,MeSH_Tree_Disease:C20.673,-subclass_of->
MeSH_Tree_Disease:C20.673.480.040,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.044,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.048,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.050,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.070,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.080,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.100,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.400,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.480,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.500,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.480.520,MeSH_Tree_Disease:C20.673.480,-subclass_of->
MeSH_Tree_Disease:C20.673.483,MeSH_Tree_Disease:C20.673,-subclass_of->
MeSH_Tree_Disease:C20.673.483.260,MeSH_Tree_Disease:C20.673.483,-subclass_of->
MeSH_Tree_Disease:C20.673.483.470,MeSH_Tree_Disease:C20.673.483,-subclass_of->
MeSH_Tree_Disease:C20.673.483.480,MeSH_Tree_Disease:C20.673.483,-subclass_of->
MeSH_Tree_Disease:C20.673.627,MeSH_Tree_Disease:C20.673,-subclass_of->
MeSH_Tree_Disease:C20.673.627.800,MeSH_Tree_Disease:C20.673.627,-subclass_of->
MeSH_Tree_Disease:C20.673.627.900,MeSH_Tree_Disease:C20.673.627,-subclass_of->
MeSH_Tree_Disease:C20.673.774,MeSH_Tree_Disease:C20.673,-subclass_of->
MeSH_Tree_Disease:C20.673.774.257,MeSH_Tree_Disease:C20.673.774,-subclass_of->
MeSH_Tree_Disease:C20.673.774.257.270,MeSH_Tree_Disease:C20.673.774.257,-subclass_of->
MeSH_Tree_Disease:C20.673.774.535,MeSH_Tree_Disease:C20.673.774,-subclass_of->
MeSH_Tree_Disease:C20.673.774.600,MeSH_Tree_Disease:C20.673.774,-subclass_of->
MeSH_Tree_Disease:C20.673.795,MeSH_Tree_Disease:C20.673,-subclass_of->
MeSH_Tree_Disease:C20.673.795.250,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.673.795.313,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.673.795.375,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.673.795.500,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.673.795.500.500,MeSH_Tree_Disease:C20.673.795.500,-subclass_of->
MeSH_Tree_Disease:C20.673.795.625,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.673.795.625.500,MeSH_Tree_Disease:C20.673.795.625,-subclass_of->
MeSH_Tree_Disease:C20.673.795.688,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.673.795.719,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.673.795.750,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.673.795.750.500,MeSH_Tree_Disease:C20.673.795.750,-subclass_of->
MeSH_Tree_Disease:C20.673.795.875,MeSH_Tree_Disease:C20.673.795,-subclass_of->
MeSH_Tree_Disease:C20.683,MeSH_Tree_Disease:C20,-subclass_of->
MeSH_Tree_Disease:C20.683.460,MeSH_Tree_Disease:C20.683,-subclass_of->
MeSH_Tree_Disease:C20.683.460.319,MeSH_Tree_Disease:C20.683.460,-subclass_of->
MeSH_Tree_Disease:C20.683.460.640,MeSH_Tree_Disease:C20.683.460,-subclass_of->
MeSH_Tree_Disease:C20.683.460.820,MeSH_Tree_Disease:C20.683.460,-subclass_of->
MeSH_Tree_Disease:C20.683.515,MeSH_Tree_Disease:C20.683,-subclass_of->
MeSH_Tree_Disease:C20.683.515.124,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.250,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.501,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.507,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.512,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.515,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.517,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.080,MeSH_Tree_Disease:C20.683.515.528,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.080.125,MeSH_Tree_Disease:C20.683.515.528.080,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.080.562,MeSH_Tree_Disease:C20.683.515.528.080,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.100,MeSH_Tree_Disease:C20.683.515.528,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.565,MeSH_Tree_Disease:C20.683.515.528,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.565.745,MeSH_Tree_Disease:C20.683.515.528.565,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.565.750,MeSH_Tree_Disease:C20.683.515.528.565,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.582,MeSH_Tree_Disease:C20.683.515.528,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.582.049,MeSH_Tree_Disease:C20.683.515.528.582,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.582.100,MeSH_Tree_Disease:C20.683.515.528.582,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.582.125,MeSH_Tree_Disease:C20.683.515.528.582,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.600,MeSH_Tree_Disease:C20.683.515.528,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.600.600,MeSH_Tree_Disease:C20.683.515.528.600,-subclass_of->
MeSH_Tree_Disease:C20.683.515.528.600.620,MeSH_Tree_Disease:C20.683.515.528.600,-subclass_of->
MeSH_Tree_Disease:C20.683.515.710,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.710.465,MeSH_Tree_Disease:C20.683.515.710,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.150,MeSH_Tree_Disease:C20.683.515.761,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.355,MeSH_Tree_Disease:C20.683.515.761,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.417,MeSH_Tree_Disease:C20.683.515.761,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480,MeSH_Tree_Disease:C20.683.515.761,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.150,MeSH_Tree_Disease:C20.683.515.761.480,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.150.165,MeSH_Tree_Disease:C20.683.515.761.480.150,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.150.450,MeSH_Tree_Disease:C20.683.515.761.480.150,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.150.570,MeSH_Tree_Disease:C20.683.515.761.480.150,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.150.585,MeSH_Tree_Disease:C20.683.515.761.480.150,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.150.585.500,MeSH_Tree_Disease:C20.683.515.761.480.150.585,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.150.592,MeSH_Tree_Disease:C20.683.515.761.480.150,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.150.600,MeSH_Tree_Disease:C20.683.515.761.480.150,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.350,MeSH_Tree_Disease:C20.683.515.761.480,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.487,MeSH_Tree_Disease:C20.683.515.761.480,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.525,MeSH_Tree_Disease:C20.683.515.761.480,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750,MeSH_Tree_Disease:C20.683.515.761.480,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.199,MeSH_Tree_Disease:C20.683.515.761.480.750,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.399,MeSH_Tree_Disease:C20.683.515.761.480.750,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.800,MeSH_Tree_Disease:C20.683.515.761.480.750,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.800.507,MeSH_Tree_Disease:C20.683.515.761.480.750.800,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.800.528,MeSH_Tree_Disease:C20.683.515.761.480.750.800,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.800.550,MeSH_Tree_Disease:C20.683.515.761.480.750.800,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.800.550.600,MeSH_Tree_Disease:C20.683.515.761.480.750.800.550,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.800.775,MeSH_Tree_Disease:C20.683.515.761.480.750.800,-subclass_of->
MeSH_Tree_Disease:C20.683.515.761.480.750.825,MeSH_Tree_Disease:C20.683.515.761.480.750,-subclass_of->
MeSH_Tree_Disease:C20.683.515.800,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.840,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.845,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.845.500,MeSH_Tree_Disease:C20.683.515.845,-subclass_of->
MeSH_Tree_Disease:C20.683.515.880,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.920,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.515.950,MeSH_Tree_Disease:C20.683.515,-subclass_of->
MeSH_Tree_Disease:C20.683.780,MeSH_Tree_Disease:C20.683,-subclass_of->
MeSH_Tree_Disease:C20.683.780.250,MeSH_Tree_Disease:C20.683.780,-subclass_of->
MeSH_Tree_Disease:C20.683.780.490,MeSH_Tree_Disease:C20.683.780,-subclass_of->
MeSH_Tree_Disease:C20.683.780.490.512,MeSH_Tree_Disease:C20.683.780.490,-subclass_of->
MeSH_Tree_Disease:C20.683.780.565,MeSH_Tree_Disease:C20.683.780,-subclass_of->
MeSH_Tree_Disease:C20.683.780.640,MeSH_Tree_Disease:C20.683.780,-subclass_of->
MeSH_Tree_Disease:C20.683.780.640.700,MeSH_Tree_Disease:C20.683.780.640,-subclass_of->
MeSH_Tree_Disease:C20.683.780.650,MeSH_Tree_Disease:C20.683.780,-subclass_of->
MeSH_Tree_Disease:C20.683.780.750,MeSH_Tree_Disease:C20.683.780,-subclass_of->
MeSH_Tree_Disease:C20.683.780.838,MeSH_Tree_Disease:C20.683.780,-subclass_of->
MeSH_Tree_Disease:C20.683.780.925,MeSH_Tree_Disease:C20.683.780,-subclass_of->
MeSH_Tree_Disease:C20.762,MeSH_Tree_Disease:C20,-subclass_of->
MeSH_Tree_Disease:C20.762.500,MeSH_Tree_Disease:C20.762,-subclass_of->
MeSH_Tree_Disease:C20.762.750,MeSH_Tree_Disease:C20.762,-subclass_of->
MeSH_Tree_Disease:C20.762.750.375,MeSH_Tree_Disease:C20.762.750,-subclass_of->
MeSH_Tree_Disease:C20.762.750.469,MeSH_Tree_Disease:C20.762.750,-subclass_of->
MeSH_Tree_Disease:C20.762.750.469.500,MeSH_Tree_Disease:C20.762.750.469,-subclass_of->
MeSH_Tree_Disease:C20.762.750.563,MeSH_Tree_Disease:C20.762.750,-subclass_of->
MeSH_Tree_Disease:C20.762.750.563.500,MeSH_Tree_Disease:C20.762.750.563,-subclass_of->
MeSH_Tree_Disease:C20.762.750.563.850,MeSH_Tree_Disease:C20.762.750.563,-subclass_of->
MeSH_Tree_Disease:C20.762.750.750,MeSH_Tree_Disease:C20.762.750,-subclass_of->
MeSH_Tree_Disease:C20.762.750.750.500,MeSH_Tree_Disease:C20.762.750.750,-subclass_of->
MeSH_Tree_Disease:C20.841,MeSH_Tree_Disease:C20,-subclass_of->
MeSH_Tree_Disease:C20.841.600,MeSH_Tree_Disease:C20.841,-subclass_of->
MeSH_Tree_Disease:C20.920,MeSH_Tree_Disease:C20,-subclass_of->
MeSH_Tree_Disease:C20.920.500,MeSH_Tree_Disease:C20.920,-subclass_of->
MeSH_Tree_Disease:C21.223,MeSH_Tree_Disease:C21,-subclass_of->
MeSH_Tree_Disease:C21.223.500,MeSH_Tree_Disease:C21.223,-subclass_of->
MeSH_Tree_Disease:C21.223.750,MeSH_Tree_Disease:C21.223,-subclass_of->
MeSH_Tree_Disease:C21.676,MeSH_Tree_Disease:C21,-subclass_of->
MeSH_Tree_Disease:C22.021,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.021.322,MeSH_Tree_Disease:C22.021,-subclass_of->
MeSH_Tree_Disease:C22.039,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.062,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.073,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.085,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.131,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.131.094,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.321,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.450,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.498,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.546,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.630,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.728,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.728.250,MeSH_Tree_Disease:C22.131.728,-subclass_of->
MeSH_Tree_Disease:C22.131.728.650,MeSH_Tree_Disease:C22.131.728,-subclass_of->
MeSH_Tree_Disease:C22.131.780,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.800,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.131.921,MeSH_Tree_Disease:C22.131,-subclass_of->
MeSH_Tree_Disease:C22.152,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.180,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.180.350,MeSH_Tree_Disease:C22.180,-subclass_of->
MeSH_Tree_Disease:C22.180.440,MeSH_Tree_Disease:C22.180,-subclass_of->
MeSH_Tree_Disease:C22.180.460,MeSH_Tree_Disease:C22.180,-subclass_of->
MeSH_Tree_Disease:C22.180.500,MeSH_Tree_Disease:C22.180,-subclass_of->
MeSH_Tree_Disease:C22.196,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.196.090,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.090.600,MeSH_Tree_Disease:C22.196.090,-subclass_of->
MeSH_Tree_Disease:C22.196.090.675,MeSH_Tree_Disease:C22.196.090,-subclass_of->
MeSH_Tree_Disease:C22.196.106,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.148,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.250,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.260,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.274,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.339,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.400,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.429,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.497,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.540,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.581,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.706,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.831,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.888,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.927,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.196.963,MeSH_Tree_Disease:C22.196,-subclass_of->
MeSH_Tree_Disease:C22.214,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.232,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.268,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.268.265,MeSH_Tree_Disease:C22.268,-subclass_of->
MeSH_Tree_Disease:C22.268.465,MeSH_Tree_Disease:C22.268,-subclass_of->
MeSH_Tree_Disease:C22.268.485,MeSH_Tree_Disease:C22.268,-subclass_of->
MeSH_Tree_Disease:C22.313,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.331,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.331.693,MeSH_Tree_Disease:C22.331,-subclass_of->
MeSH_Tree_Disease:C22.362,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.362.224,MeSH_Tree_Disease:C22.362,-subclass_of->
MeSH_Tree_Disease:C22.362.450,MeSH_Tree_Disease:C22.362,-subclass_of->
MeSH_Tree_Disease:C22.380,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.394,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.405,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.434,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.467,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.467.435,MeSH_Tree_Disease:C22.467,-subclass_of->
MeSH_Tree_Disease:C22.467.435.442,MeSH_Tree_Disease:C22.467.435,-subclass_of->
MeSH_Tree_Disease:C22.467.435.812,MeSH_Tree_Disease:C22.467.435,-subclass_of->
MeSH_Tree_Disease:C22.488,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.488.088,MeSH_Tree_Disease:C22.488,-subclass_of->
MeSH_Tree_Disease:C22.488.304,MeSH_Tree_Disease:C22.488,-subclass_of->
MeSH_Tree_Disease:C22.488.409,MeSH_Tree_Disease:C22.488,-subclass_of->
MeSH_Tree_Disease:C22.488.861,MeSH_Tree_Disease:C22.488,-subclass_of->
MeSH_Tree_Disease:C22.500,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.510,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.520,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.557,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.595,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.595.740,MeSH_Tree_Disease:C22.595,-subclass_of->
MeSH_Tree_Disease:C22.627,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.674,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.674.377,MeSH_Tree_Disease:C22.674,-subclass_of->
MeSH_Tree_Disease:C22.674.377.315,MeSH_Tree_Disease:C22.674.377,-subclass_of->
MeSH_Tree_Disease:C22.674.377.320,MeSH_Tree_Disease:C22.674.377,-subclass_of->
MeSH_Tree_Disease:C22.674.377.444,MeSH_Tree_Disease:C22.674.377,-subclass_of->
MeSH_Tree_Disease:C22.674.377.656,MeSH_Tree_Disease:C22.674.377,-subclass_of->
MeSH_Tree_Disease:C22.674.377.820,MeSH_Tree_Disease:C22.674.377,-subclass_of->
MeSH_Tree_Disease:C22.674.377.840,MeSH_Tree_Disease:C22.674.377,-subclass_of->
MeSH_Tree_Disease:C22.674.377.868,MeSH_Tree_Disease:C22.674.377,-subclass_of->
MeSH_Tree_Disease:C22.674.710,MeSH_Tree_Disease:C22.674,-subclass_of->
MeSH_Tree_Disease:C22.674.710.122,MeSH_Tree_Disease:C22.674.710,-subclass_of->
MeSH_Tree_Disease:C22.674.710.235,MeSH_Tree_Disease:C22.674.710,-subclass_of->
MeSH_Tree_Disease:C22.674.710.367,MeSH_Tree_Disease:C22.674.710,-subclass_of->
MeSH_Tree_Disease:C22.674.710.735,MeSH_Tree_Disease:C22.674.710,-subclass_of->
MeSH_Tree_Disease:C22.674.710.817,MeSH_Tree_Disease:C22.674.710,-subclass_of->
MeSH_Tree_Disease:C22.674.710.896,MeSH_Tree_Disease:C22.674.710,-subclass_of->
MeSH_Tree_Disease:C22.688,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.695,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.706,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.717,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.735,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.735.050,MeSH_Tree_Disease:C22.735,-subclass_of->
MeSH_Tree_Disease:C22.735.500,MeSH_Tree_Disease:C22.735,-subclass_of->
MeSH_Tree_Disease:C22.735.500.500,MeSH_Tree_Disease:C22.735.500,-subclass_of->
MeSH_Tree_Disease:C22.735.500.850,MeSH_Tree_Disease:C22.735.500,-subclass_of->
MeSH_Tree_Disease:C22.735.750,MeSH_Tree_Disease:C22.735,-subclass_of->
MeSH_Tree_Disease:C22.742,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.761,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.780,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.795,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.795.239,MeSH_Tree_Disease:C22.795,-subclass_of->
MeSH_Tree_Disease:C22.795.600,MeSH_Tree_Disease:C22.795,-subclass_of->
MeSH_Tree_Disease:C22.795.650,MeSH_Tree_Disease:C22.795,-subclass_of->
MeSH_Tree_Disease:C22.812,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.836,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.836.120,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.160,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.259,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.435,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.583,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.660,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.715,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.799,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.886,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.836.900,MeSH_Tree_Disease:C22.836,-subclass_of->
MeSH_Tree_Disease:C22.880,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.905,MeSH_Tree_Disease:C22,-subclass_of->
MeSH_Tree_Disease:C22.905.072,MeSH_Tree_Disease:C22.905,-subclass_of->
MeSH_Tree_Disease:C22.905.170,MeSH_Tree_Disease:C22.905,-subclass_of->
MeSH_Tree_Disease:C22.905.260,MeSH_Tree_Disease:C22.905,-subclass_of->
MeSH_Tree_Disease:C22.905.323,MeSH_Tree_Disease:C22.905,-subclass_of->
MeSH_Tree_Disease:C22.905.382,MeSH_Tree_Disease:C22.905,-subclass_of->
